"Extremely gravelly"|"82283746"|"22348482"
"Gravelly"|"82283749"|"22348483"
"Gravelly"|"82283752"|"22348485"
"Gravelly"|"82283756"|"22348486"
"Gravelly"|"82283759"|"22348487"
"Very gravelly"|"82283764"|"22348488"
"Extremely gravelly"|"82283767"|"22348491"
"Extremely gravelly"|"82283770"|"22348494"
"Gravelly"|"82283774"|"22348495"
"Gravelly"|"82283777"|"22348496"
"Very gravelly"|"82283779"|"22348497"
"Very gravelly"|"82283781"|"22348498"
"Gravelly"|"82283787"|"22348499"
"Gravelly"|"82283790"|"22348500"
"Channery"|"82283800"|"22348501"
"Gravelly"|"82283805"|"22348503"
"Gravelly"|"82283809"|"22348505"
"Extremely gravelly"|"82283813"|"22348508"
"Extremely gravelly"|"82283816"|"22348511"
"Gravelly"|"82283826"|"22348512"
"Channery"|"82283829"|"22348513"
"Very gravelly"|"82283835"|"22348514"
