"not used"|"14203763"|"9816024"
"not used"|"14203764"|"9816025"
"not used"|"14203765"|"9816026"
"not used"|"14203766"|"9816027"
"not used"|"14203767"|"9816028"
"not used"|"14203768"|"9816029"
"not used"|"14203769"|"9816030"
"shallow"|"14203770"|"9816031"
"not used"|"14203771"|"9816032"
"not used"|"14203772"|"9816033"
"shallow"|"14203773"|"9816034"
"not used"|"14203774"|"9816035"
"not used"|"14203775"|"9816036"
"not used"|"14203776"|"9816037"
"not used"|"14203777"|"9816038"
"not used"|"14203778"|"9816039"
"not used"|"14203779"|"9816040"
"not used"|"14203780"|"9816041"
"not used"|"14203781"|"9816042"
"not used"|"14203782"|"9816043"
"not used"|"14203783"|"9816044"
"not used"|"14203784"|"9816045"
"not used"|"14203785"|"9816046"
"shallow"|"14203786"|"9816047"
"not used"|"14203787"|"9816048"
"not used"|"14203788"|"9816049"
"not used"|"14203789"|"9816050"
"not used"|"14203790"|"9816051"
"not used"|"14203791"|"9816052"
"not used"|"14203792"|"9816053"
"not used"|"14203793"|"9816054"
"not used"|"14203794"|"9816055"
"not used"|"14203795"|"9816056"
"shallow"|"14203796"|"9816057"
"not used"|"14203797"|"9816058"
"not used"|"14203798"|"9816059"
"not used"|"14203799"|"9816060"
"not used"|"14203800"|"9816061"
"not used"|"14203801"|"9816062"
"not used"|"14203802"|"9816063"
"not used"|"14203803"|"9816064"
"not used"|"14203804"|"9816065"
"shallow"|"14203805"|"9816066"
"not used"|"14203806"|"9816067"
"shallow"|"14203807"|"9816068"
"not used"|"14203808"|"9816069"
"shallow"|"14203809"|"9816070"
"not used"|"14203810"|"9816071"
"not used"|"14203811"|"9816072"
"not used"|"14203812"|"9816073"
"shallow"|"14203813"|"9816074"
"not used"|"14203814"|"9816075"
"shallow"|"14203815"|"9816076"
"not used"|"14203816"|"9816077"
"not used"|"14203817"|"9816078"
"shallow"|"14203818"|"9816079"
"not used"|"14203819"|"9816080"
"shallow"|"14203820"|"9816081"
"not used"|"14203821"|"9816082"
"shallow"|"14203822"|"9816083"
"not used"|"14203823"|"9816084"
"not used"|"14203824"|"9816085"
"not used"|"14203825"|"9816086"
"not used"|"14203826"|"9816087"
"not used"|"14203827"|"9816088"
"not used"|"14203828"|"9816089"
"shallow"|"14203829"|"9816090"
